Username                   GitCred
fishtron                   0.43
aafrooze                   0.43
borralhj                   0.43
Korko                      0.43
aagustyana                 0.43
marcammann                 0.42
fabian                     0.42
bcompton                   0.42
kkawamura                  0.42
pdurbin                    0.42
erkki                      0.42
alainchuard                0.42
GerryG                     0.42
temoto                     0.42
fijal                      0.42
rosejn                     0.42
jteeuwen                   0.42
JohnMcW                    0.42
happyseaurchin             0.42
nlehuen                    0.42
cfbolz                     0.42
jollyjinx                  0.42
nsobject                   0.42
davemorin                  0.42
keito                      0.42
putnam                     0.42
geoffb                     0.42
benhiller                  0.42
epriestley                 0.42
baldowl                    0.42
lakshmivyas                0.42
floorplanner               0.42
nsavch                     0.42
nightshade427              0.42
mhybsier                   0.42
sehwoo                     0.42
nixeagle                   0.42
RockerMONO                 0.42
martinbrandenburg          0.42
kisoku                     0.42
mdkent                     0.42
tsmango                    0.42
damelang                   0.42
ubilabs                    0.42
mdom                       0.42
h3rald                     0.42
cycles                     0.42
alanedwardes               0.42
charm                      0.42
mickey24                   0.42
NewMonarch                 0.42
micahwedemeyer             0.42
drewwilson                 0.42
jimmac                     0.42
thekarladam                0.42
rgiard                     0.42
higeorange                 0.42
xoopit                     0.42
mavenlink                  0.42
hpricot                    0.42
dorkmatt                   0.42
vitalyg                    0.42
Skiz                       0.42
badal                      0.42
ewilhelm                   0.42
bpetering                  0.42
davidpersson               0.42
vbabiy                     0.42
IceskYsl                   0.42
sdale                      0.42
Ivor                       0.42
jeffd                      0.42
nparry                     0.42
RamonPage                  0.42
franciscoalves             0.42
albertobraschi             0.42
exploid                    0.42
entreprise-facile          0.41
dannyxyz22                 0.41
hooopo                     0.41
devchix                    0.41
sarah                      0.41
vagostino                  0.41
gnumarcelo                 0.41
theworkinggroup            0.41
EdwardMGoldberg            0.41
awt                        0.41
britg                      0.41
ilya                       0.41
scottyallen                0.41
jamesweiner                0.41
boardman                   0.41
renatoalbano               0.41
Floppy                     0.41
alexstubbs                 0.41
akzidenz                   0.41
techthumb                  0.41
eveevans                   0.41
dreverri                   0.41
apparatus                  0.41
eos87                      0.41
APPush                     0.41
fitoria                    0.41
jotadeveloper              0.41
byroncorrales              0.41
eqhmcow                    0.41
francois2metz              0.41
OriPekelman                0.41
challet                    0.41
changa                     0.41
spk                        0.41
moa3                       0.41
anicet                     0.41
novelys                    0.41
ociule                     0.41
zyll                       0.41
thoughtandtheory           0.41
daikini                    0.41
pinchzoom                  0.41
Surgo                      0.41
guillaumegentil            0.41
MrGossett                  0.41
keithtom                   0.41
nusairat                   0.41
mstahl                     0.41
ivanvr                     0.41
michaelyta                 0.41
agassner                   0.41
jdvaraschim                0.41
oa                         0.41
rafaeldff                  0.41
BrunoCaimar                0.41
darobin                    0.41
jreynolds                  0.41
midnightmonster            0.41
kiba                       0.41
ericfer                    0.41
sverrejoh                  0.41
wargamez                   0.41
runeh                      0.41
espenao                    0.41
opensteam                  0.41
saintedlama                0.41
shm                        0.41
polomasta                  0.41
dominikh                   0.40
cjbottaro                  0.40
pol                        0.40
uservoice                  0.40
avianism                   0.40
yves-vogl                  0.40
ulbrich                    0.40
hciudad                    0.40
super-structure            0.40
lentil                     0.40
wyattdanger                0.40
akuzemchak                 0.40
joshkersey                 0.40
aezell                     0.40
pieps                      0.40
geoffa                     0.40
Cale                       0.40
v1100110                   0.40
imustbuild                 0.40
maerlma                    0.40
phillipadsmith             0.40
BJClark                    0.40
pointpointclick            0.40
kwilms                     0.40
richid                     0.40
ysorigin                   0.40
itod                       0.40
noblejasper                0.40
phrakture                  0.40
tejo                       0.40
cricy                      0.40
fackweb                    0.40
livid                      0.40
FutureConcept              0.40
geni                       0.40
gingerhendrix              0.40
aiwilliams                 0.40
aaronbailey                0.40
ashaw                      0.40
paololim                   0.40
torrez                     0.40
arvindt                    0.40
ctm                        0.40
daveaiello                 0.40
enz0                       0.40
quodis                     0.40
lmjabreu                   0.40
DanielFeichtinger          0.40
alterisian                 0.40
speg03                     0.40
tatsuo                     0.40
ohwillie                   0.40
den8                       0.40
takedasoft                 0.40
mattsa                     0.40
adammck                    0.40
gunnarhafdal               0.40
hugsandimenn               0.40
aptiva                     0.40
rbjarnason                 0.40
comz                       0.40
soey                       0.40
TPunkt                     0.40
tjdziuba                   0.40
whym                       0.40
dperini                    0.40
mikaelj                    0.40
emilybache                 0.40
norton                     0.40
codenode                   0.40
paasan                     0.40
msanders                   0.40
area17                     0.40
nobu                       0.40
freshbooks-addons          0.39
wyrdvans                   0.39
carlism                    0.39
ryan5500                   0.39
floering                   0.39
dubshub                    0.39
jonto                      0.39
fitzage                    0.39
markpercival               0.39
cloudvox                   0.39
crappygraphix              0.39
balistic                   0.39
sorl                       0.39
triplef                    0.39
cakebaker                  0.39
toshok                     0.39
hchapman                   0.39
TheMarco                   0.39
hmcgowan                   0.39
timpickles                 0.39
yemster                    0.39
grillpanda                 0.39
eklitzke                   0.39
neilk                      0.39
berle                      0.39
jeremyd                    0.39
GarstgerUnhold             0.39
avand                      0.39
darbyfrey                  0.39
eng                        0.39
hryk                       0.39
GiaNt                      0.39
jolts                      0.39
evtuhovich                 0.39
aghassipour                0.39
anibalcucco                0.39
kmayer                     0.39
tsechingho                 0.39
nw                         0.39
monkeyphysics              0.39
sshingler                  0.39
peppyheppy                 0.39
shirkevich                 0.39
vaskom                     0.39
kdmsnr                     0.39
stephp                     0.39
achiu                      0.39
Soft                       0.39
wakoopa                    0.39
rsaccon                    0.39
cvs                        0.39
teikan                     0.39
xcatsan                    0.39
takihito                   0.39
hokaccha                   0.39
sei                        0.39
ken39arg                   0.39
unicco                     0.39
ktlacaelel                 0.39
rponte                     0.39
adkron                     0.39
ymorimo                    0.39
zee8                       0.39
jesselegg                  0.39
webpulser                  0.39
wilsoncolab                0.39
mcmaloney                  0.39
daveywhitney               0.39
robertjwhitney             0.39
jsmecham                   0.39
harajune                   0.39
thefrontiergroup           0.38
myfinder                   0.38
mastooo                    0.38
thomas11                   0.38
froydnj                    0.38
ozmm                       0.38
cdd                        0.38
chrisamiller               0.38
bioproximity               0.38
vagisha                    0.38
lokijuhz                   0.38
jwilger                    0.38
shawn42                    0.38
rickhard22                 0.38
netp                       0.38
ishmael                    0.38
siannopollo                0.38
N3uro5i5                   0.38
Zoki                       0.38
okayzed                    0.38
cblanquera                 0.38
ctp                        0.38
schrockwell                0.38
PhilGeek                   0.38
brownsm                    0.38
pasaran                    0.38
veged                      0.38
tootoo                     0.38
analogue                   0.38
Smenus                     0.38
mvaz                       0.38
therms                     0.38
ccjensen                   0.38
dneg                       0.38
midgetspy                  0.38
davels                     0.38
keikkeik                   0.38
jdegges                    0.38
comradeb14ck               0.38
mrtrumbe                   0.38
thinkofwhy                 0.38
queeup                     0.38
Juice10                    0.38
brunopedroso               0.38
flaviaco                   0.38
trejkaz                    0.38
Wolfr                      0.38
frederfred                 0.38
clrblnd                    0.38
jeroenj                    0.38
pierot                     0.38
yvesvanbroekhoven          0.38
mrhenry                    0.38
brecht                     0.38
diegok                     0.38
purnima                    0.38
ambienttraffic             0.38
amotion                    0.38
clivecrous                 0.38
jtinsky                    0.38
mkamp                      0.38
madlep                     0.38
carld                      0.38
jemmyw                     0.38
lonelyplanet               0.38
agardiner                  0.38
jccovey                    0.38
mariocarrion               0.38
sthorpe                    0.38
kcmani                     0.38
KennethL                   0.38
funkymonkey                0.38
sxross                     0.38
tonyvt2005                 0.38
kbierbaum                  0.38
flyinventions              0.38
stratus                    0.38
lizaur                     0.38
spectra                    0.38
jbrewer                    0.38
denegro                    0.38
fran                       0.38
demimismo                  0.38
jhmilan                    0.38
abaird                     0.38
andyfischer                0.38
lleger                     0.38
japanrock                  0.38
oliyoung                   0.38
JamesBrooks                0.38
gooddog                    0.38
flyingscotsman             0.38
philcali                   0.38
spartas                    0.38
adamzap                    0.38
scharlie                   0.38
mconnell                   0.37
thinglabs                  0.37
spencepd                   0.37
prateekdayal               0.37
arohner                    0.37
jzellman                   0.37
mikev                      0.37
audiosocket                0.37
coryodaniel                0.37
BrianBommarito             0.37
tronical                   0.37
Aevin1387                  0.37
aseigo                     0.37
jfgomez86                  0.37
systematic                 0.37
kiranh                     0.37
ijuma                      0.37
muddana                    0.37
fred-o                     0.37
robertd                    0.37
scottjacksonx              0.37
jamieforrest               0.37
pavanred                   0.37
dsparling                  0.37
joerichsen                 0.37
winescout                  0.37
zedix                      0.37
gabesmed                   0.37
nitoyon                    0.37
hideden                    0.37
cnhacktnt                  0.37
thiago                     0.37
debuggable                 0.37
cheezy                     0.37
edruder                    0.37
nolman                     0.37
cgrant                     0.37
Infinoid                   0.37
Whiteknight                0.37
plobsing                   0.37
animikii                   0.37
Revvy                      0.37
eco                        0.37
luning                     0.37
scambra                    0.37
jsonpickle                 0.37
dg                         0.37
caseysackett               0.37
ah01                       0.37
beebole                    0.37
kbansner                   0.37
lucieradkovicova           0.37
LosTFx                     0.37
tomikk                     0.37
johnclarkemills            0.37
sroussey                   0.37
pyared                     0.37
adiffmike                  0.37
transpond                  0.37
may                        0.37
basus                      0.37
jpenney                    0.37
daeltar                    0.37
xHire                      0.37
mindy                      0.37
cyril                      0.37
fkino                      0.37
nawoto                     0.37
kenchan                    0.37
dot                        0.37
emeitch                    0.37
kchiba                     0.37
berke                      0.37
bartmillar                 0.37
livepageadmin              0.37
captivestudio              0.37
kantena                    0.37
Bertg                      0.37
Hoodow                     0.37
hiremaga                   0.37
alexcuesta                 0.37
rapaul                     0.37
LuNiPriSe                  0.37
ardsrk                     0.37
madsen                     0.37
jaz303                     0.37
ncho                       0.37
sack                       0.37
friofool                   0.37
ttamttam                   0.37
pywye                      0.37
djohnson                   0.37
casat                      0.37
ksekhar                    0.37
bucardo                    0.37
ak47                       0.37
weshays                    0.37
Sonja                      0.37
kward                      0.36
duregger                   0.36
terrystorch                0.36
julioh                     0.36
mirabalj                   0.36
akachrislee                0.36
CoolGoose                  0.36
maop                       0.36
radik                      0.36
asafgreene                 0.36
thekad                     0.36
polyphonic13               0.36
bradjasper                 0.36
gar3thjon3s                0.36
pjstadig                   0.36
praterdr                   0.36
morelli                    0.36
nickwhitt                  0.36
eschool                    0.36
basilgohar                 0.36
brettp                     0.36
andrem                     0.36
ashleyw                    0.36
seocracy                   0.36
pacifists                  0.36
barbuza                    0.36
indielabs                  0.36
ihearithurts               0.36
stremph                    0.36
segfault                   0.36
bdrister                   0.36
szbalint                   0.36
tefflox                    0.36
justsee                    0.36
exempla                    0.36
blixy                      0.36
zlangley                   0.36
dbalatero                  0.36
makotohashimoto            0.36
washingtonbotelho          0.36
eliasjunior                0.36
Aist                       0.36
greasemonkey               0.36
dtrasbo                    0.36
robbielamb                 0.36
insane-dreamer             0.36
kossnocorp                 0.36
steve9001                  0.36
jpowers                    0.36
pmatiello                  0.36
schouery                   0.36
renomoto                   0.36
luiz                       0.36
carpeliam                  0.36
tanimoto                   0.36
sugizou                    0.36
peburrows                  0.36
matsuda                    0.36
therobot                   0.36
glauco                     0.36
RyanBalfanz                0.36
brntbeer                   0.36
dancepartyy                0.36
excid3                     0.36
andrewhavck                0.36
jrat                       0.36
thecoffman                 0.36
elbart                     0.36
bjnortier                  0.36
DarkAngelBGE               0.36
sstrigler                  0.36
sspillman                  0.36
rooreynolds                0.36
rally25rs                  0.36
allidid                    0.36
yakitori                   0.36
levelg                     0.36
bombino                    0.36
Connorhd                   0.36
nhassan                    0.36
texodus                    0.36
dpetersen                  0.36
sogrady                    0.36
rhcarvalho                 0.36
aughr                      0.36
applebutton                0.36
msf                        0.36
dscape                     0.36
nlourenco                  0.36
meddulla                   0.36
mgarces                    0.36
trodrigues                 0.36
xpaulbettsx                0.36
brecke                     0.36
joaomoreno                 0.36
sdsantos                   0.36
lebreiro                   0.36
pecus                      0.36
pedromartins               0.36
mrlinx                     0.36
ascastro                   0.36
carlosduarte               0.36
marcocampos                0.36
laginha                    0.36
chbm                       0.36
ivogomes                   0.36
defer                      0.36
joao                       0.36
poor666                    0.36
meqif                      0.36
kernl                      0.36
psousa                     0.36
andr3                      0.36
levifig                    0.36
pgaspar                    0.36
paulozoom                  0.36
tserra                     0.36
andr3pt                    0.36
tpinto                     0.36
jpedroso                   0.36
shello                     0.36
joaor                      0.36
rafaeljegundo              0.36
sagehachi                  0.36
tcrayford                  0.36
jhurt                      0.36
mhorbul                    0.36
earakaki                   0.36
noboruhi                   0.36
snappycode                 0.36
webjam                     0.36
feather                    0.36
TimMoore                   0.36
lightningdb                0.36
daveoflynn                 0.36
betamakz                   0.36
meitar                     0.36
teleject                   0.36
twosixtwo                  0.36
cookiecrook                0.36
tarka                      0.36
mcannonbrookes             0.36
sleavitt                   0.35
ahardison                  0.35
erikeldridge               0.35
cmaussan                   0.35
bl0b                       0.35
tommyc                     0.35
wallace                    0.35
redeemedfadi               0.35
pasha                      0.35
rmwilliams                 0.35
alex-morega                0.35
commandline                0.35
stealthdave                0.35
horvath                    0.35
kalupa                     0.35
loweroche                  0.35
samflores                  0.35
blunck2                    0.35
hiteshjasani               0.35
hokiecs83                  0.35
eigen                      0.35
mathrock                   0.35
oatkiller                  0.35
cbeck                      0.35
davidsmith                 0.35
modwedding                 0.35
mattpodwysocki             0.35
marti                      0.35
kenderson                  0.35
emitch1                    0.35
jgchristopher              0.35
nevilleburnell             0.35
thinkhard                  0.35
BarkerDavidL               0.35
netphase                   0.35
sean                       0.35
Pyrotecnix                 0.35
AmishNinja                 0.35
jayzes                     0.35
mkitt                      0.35
jejacks0n                  0.35
ingoweiss                  0.35
pmougin                    0.35
fereyji                    0.35
labria                     0.35
centro                     0.35
sustrik                    0.35
jastix                     0.35
oyvind                     0.35
brontes3d                  0.35
AaronV                     0.35
wiseleyb                   0.35
advisorassist              0.35
rlaw                       0.35
erikprice                  0.35
ockham                     0.35
bubaflub                   0.35
schappim                   0.35
foot                       0.35
gak                        0.35
dsturnbull                 0.35
moomerman                  0.35
kenvandine                 0.35
fenrrir                    0.35
toku                       0.35
typomaster                 0.35
umq                        0.35
haiju                      0.35
fdevillamil                0.35
cowtowncoder               0.35
arjunguha                  0.35
rafaelrosafu               0.35
shazron                    0.35
alunny                     0.35
HotInk                     0.35
koseki                     0.35
biilmann                   0.35
vocino                     0.35
lardissone                 0.35
hunk                       0.35
polvi                      0.35
henrikbjorn                0.35
janfri                     0.35
jone                       0.35
rubyftw                    0.35
jwarchol                   0.35
artlung                    0.35
alabut                     0.35
sujal                      0.35
bak                        0.35
rmccue                     0.35
subsonic                   0.35
bespin                     0.35
andychu                    0.35
jdahlin                    0.35
denis                      0.35
miguelbaldi                0.35
pbalduino                  0.35
lifesnapz                  0.34
scottymac                  0.34
pat                        0.34
Martii                     0.34
menno                      0.34
cstearns                   0.34
hidenowt                   0.34
ciri                       0.34
wu-lee                     0.34
scrottie                   0.34
ceki                       0.34
svante                     0.34
tobelo                     0.34
behorn                     0.34
kallepersson               0.34
jonasbengtsson             0.34
hermit                     0.34
burke                      0.34
techno-geek                0.34
kissifer                   0.34
jgagne33                   0.34
gaspard                    0.34
senny                      0.34
chrigu99                   0.34
vbaumann                   0.34
raeffu                     0.34
dmplaneta                  0.34
btm                        0.34
zhenning                   0.34
sebastien85                0.34
mathieut                   0.34
kgoess                     0.34
futuremint                 0.34
adragomir                  0.34
draftcode                  0.34
sugamasao                  0.34
pauliephonic               0.34
raycmorgan                 0.34
lordscarlet                0.34
joshthecoder               0.34
nickdunn                   0.34
kieran                     0.34
alexeyten                  0.34
toivonen                   0.34
noahearle                  0.34
RedTree                    0.34
andyhorng                  0.34
jeremypruitt               0.34
clarke                     0.34
hemantborole               0.34
amikula                    0.34
fernand0                   0.34
bryanjswift                0.34
bartosh                    0.34
andy-shev                  0.34
bormotov                   0.34
bobrik                     0.34
thechangelog               0.34
rsytsma                    0.34
roytomeij                  0.34
johng                      0.34
fabiomcosta                0.34
findchris                  0.34
tsuyoshicho                0.34
mtsuyugu                   0.34
xaicron                    0.34
scaron                     0.34
iridesco                   0.34
m040601                    0.34
ray1729                    0.34
mberends                   0.34
spidie                     0.34
mseeley                    0.34
francesc                   0.34
mad                        0.34
petef                      0.34
kevinspencer               0.33
abw                        0.33
mag-sol                    0.33
stig                       0.33
mattkanwisher              0.33
chneeb                     0.33
eretamales                 0.33
cromulus                   0.33
elzerver                   0.33
elmig                      0.33
ghostbar                   0.33
rvansant                   0.33
nekrox                     0.33
nodename                   0.33
oviedo                     0.33
detournement               0.33
venthur                    0.33
pacorro2000                0.33
razametal                  0.33
kelevra                    0.33
ionmx                      0.33
leinax                     0.33
sinux                      0.33
axiombox                   0.33
eisokant                   0.33
iamchristinabot            0.33
bhauman                    0.33
dougcole                   0.33
ricaurte                   0.33
jwulff                     0.33
pjjw                       0.33
commuter                   0.33
chrischow                  0.33
marchica                   0.33
meh                        0.33
directededge               0.33
rfc2616                    0.33
steadicat                  0.33
startrader                 0.33
dahlia                     0.33
esteil                     0.33
murrayrowan                0.33
preloaded                  0.33
bbrowning                  0.33
shauber                    0.33
tzangms                    0.33
sixohsix                   0.33
lordp                      0.33
alexstaubo                 0.33
bbrombacher                0.33
patrick99e99               0.33
Pema                       0.33
hpadrick                   0.33
Maceriss                   0.33
sirukin                    0.33
dantman                    0.33
max3                       0.33
philipzaengle              0.33
dxoigmn                    0.33
mave99a                    0.33
sanderheilbron             0.33
pmurias                    0.33
fabrice                    0.33
geraudch                   0.33
amanuel                    0.33
pixelrenderer              0.33
localshred                 0.33
JoernTrifork               0.33
Duc                        0.33
pjay                       0.33
benlong                    0.33
Jacolyte                   0.33
maxwellweb                 0.33
Rodolinux                  0.33
aurelianito                0.33
crodas                     0.33
p431i7o                    0.33
pbw                        0.33
marcospereira              0.33
phillmv                    0.33
ZhangHanDong               0.33
Impulsphase                0.33
pcrawfor                   0.33
johanntagle                0.33
archan937                  0.33
skeptomai                  0.33
fxpoignart                 0.33
cosmic                     0.33
risingsun                  0.33
arunagw                    0.33
poojagupta                 0.33
membogg                    0.33
philippp                   0.33
stuffonfire                0.33
ngandhy                    0.33
admc                       0.33
garaemon                   0.33
thedoctor31                0.33
davidray                   0.33
gbenedict                  0.33
sneakin                    0.33
thirdshift                 0.33
BrentW                     0.33
victorcsv                  0.33
gonzoua                    0.33
dasch                      0.32
axiomsoftware              0.32
soma                       0.32
mzad                       0.32
scottymoon                 0.32
mhinze                     0.32
norbauer                   0.32
jsampson                   0.32
glennpow                   0.32
ippa                       0.32
granth                     0.32
ManuelGraf                 0.32
molpe                      0.32
antifuchs                  0.32
davidfetter                0.32
dcolish                    0.32
allisonrandal              0.32
gbp                        0.32
tsuyoshikawa               0.32
praized                    0.32
srlindsay                  0.32
cc                         0.32
phiphi                     0.32
rarepleasures              0.32
Cathy                      0.32
jellybob                   0.32
johnd                      0.32
r4isstatic                 0.32
broonie                    0.32
infogami                   0.32
albertito                  0.32
adamaig                    0.32
jhuckabee                  0.32
JayDaley                   0.32
datagraph                  0.32
miglius                    0.32
niall                      0.32
bhuga                      0.32
norbertb                   0.32
scor                       0.32
makalu                     0.32
cglusky                    0.32
drupal                     0.32
macbert                    0.32
kamilp                     0.32
billstclair                0.32
trith                      0.32
ewaters                    0.32
iamleppert                 0.32
KonstantinMirin            0.32
flinsi                     0.32
flux                       0.32
harm2o                     0.32
MyersGer                   0.32
jhnsntmthy                 0.32
divisionbyzero             0.32
Berticus                   0.32
macrophone                 0.32
fpeyraud                   0.32
lunks                      0.32
bergalath                  0.32
ajordan                    0.32
zdzolton                   0.32
NickCampbell               0.32
adriengibrat               0.32
toconnell                  0.32
Amunds                     0.32
cubox                      0.32
oboxodo                    0.32
rafaeliv                   0.32
csamuel                    0.32
dscataglini                0.32
ddeaguiar                  0.32
timtrueman                 0.32
trabe                      0.32
asis                       0.32
davidbarral                0.32
Tref                       0.32
dpurp                      0.32
marthinfreij               0.32
ingemar                    0.32
A83                        0.32
neilcrookes                0.32
pjkelly                    0.32
lisa                       0.32
alexdean                   0.32
pmark                      0.32
tonyc                      0.32
13bold                     0.32
nikosd                     0.32
klevo                      0.32
up_the_irons               0.32
jmkogut                    0.32
sbwoodside                 0.32
makenosound                0.31
seanodowd                  0.31
mholling                   0.31
mulberry                   0.31
joshwand                   0.31
Mikachu                    0.31
mokehehe                   0.31
michelpereira              0.31
debprado                   0.31
avarteq                    0.31
shapeshed                  0.31
busin3ss                   0.31
cancan101                  0.31
Tem                        0.31
dariusj18                  0.31
dojo                       0.31
chrispage                  0.31
widernet                   0.31
miya2000                   0.31
osamu2001                  0.31
snj14                      0.31
runcoderun                 0.31
fareastside                0.31
jovo                       0.31
bauhouse                   0.31
func09                     0.31
Soeters                    0.31
kwvalenti                  0.31
terrcin                    0.31
chrispatterson             0.31
blim8183                   0.31
akshayshah                 0.31
woosley                    0.31
poorlilrichboy             0.31
gojko                      0.31
ksteigerwald               0.31
goodtouch                  0.31
nikf                       0.31
rodvlopes                  0.31
cleitonfco                 0.31
jayshepherd                0.31
thejefflarson              0.31
russell                    0.31
myme                       0.31
talentless                 0.31
issuu                      0.31
roam                       0.31
benjaminws                 0.31
gregoirecachet             0.31
istruble                   0.31
viniciuschagas             0.31
emanchado                  0.31
paulosuzart                0.31
ianschenck                 0.31
jcater                     0.31
TheAtilla                  0.31
JohnApps                   0.31
screeley                   0.31
shadow11                   0.31
esukram                    0.31
GMFlash                    0.31
skimura                    0.31
keiju                      0.31
sheetmusicplus             0.31
ttdonovan                  0.31
boorad                     0.31
edgargoncalves             0.31
mikelim                    0.31
unak                       0.31
themystic                  0.31
stany                      0.31
madridonrails              0.31
razerbeans                 0.31
tbriggs                    0.31
yelvert                    0.31
apidigital                 0.31
saberma                    0.31
jimeh                      0.31
SquidMan                   0.30
brettcannon                0.30
ikai                       0.30
siuying                    0.30
curvezilla                 0.30
lavallee                   0.30
niner                      0.30
DanBricklin                0.30
urbanape                   0.30
mml                        0.30
stupakov                   0.30
no1uknow                   0.30
danajones                  0.30
lessin                     0.30
ecordell                   0.30
bemjb                      0.30
clsn                       0.30
roadknight                 0.30
asldevi                    0.30
jrbl                       0.30
kinko                      0.30
nimblemachines             0.30
christopherbdnk            0.30
erwan                      0.30
jdthomas                   0.30
csakatoku                  0.30
rafaelbandeira3            0.30
ogc                        0.30
johnnagro                  0.30
littleidea                 0.30
steffentchr                0.30
yuroyoro                   0.30
pulni                      0.30
yaml                       0.30
atomless                   0.30
pleax                      0.30
anahoret                   0.30
troolee                    0.30
aratak                     0.30
dudarev                    0.30
dpiddy                     0.30
sewm                       0.30
diogok                     0.30
you1                       0.30
patrickespake              0.30
Hildy                      0.30
aufumy                     0.30
katbailey                  0.30
sillygwailo                0.30
couzinhub                  0.30
kuroneko                   0.30
Marat                      0.30
julian9                    0.30
yllan                      0.30
ericvieira                 0.30
vidageek                   0.30
ruliana                    0.30
francine                   0.30
dodecaphonic               0.30
ThiagoTorres               0.30
dawanda                    0.30
sgroschupf                 0.30
inevernu                   0.30
alkatraz                   0.30
pvaillant                  0.30
pjt                        0.30
geehsien                   0.30
danharrelson               0.30
btsai                      0.30
andrewplummer              0.30
cerego                     0.30
m2ym                       0.30
takauji77                  0.30
astashov                   0.30
romac                      0.30
ngty                       0.30
skade                      0.30
mlightner                  0.30
pstengel                   0.30
tacojohnellenich           0.30
vesperdem                  0.30
plannet                    0.30
patricksan                 0.30
ryanahamilton              0.30
jeanmartin                 0.29
trieloff                   0.29
justinchristopherlee       0.29
vanweerd                   0.29
ktonon                     0.29
ALev                       0.29
bezugen                    0.29
codesurgeon                0.29
bzanchet                   0.29
migane                     0.29
lifedraft                  0.29
erikpoehler                0.29
saw                        0.29
gallery                    0.29
anatom5                    0.29
AndrewDisley               0.29
prepchamps                 0.29
davidbogus                 0.29
duff                       0.29
wvl                        0.29
bplamondon                 0.29
warf                       0.29
nor                        0.29
nordseth                   0.29
jpoz                       0.29
jointhefuture              0.29
wshaman                    0.29
nixer                      0.29
polachok                   0.29
matimatik                  0.29
vyazovoi                   0.29
bosha                      0.29
username                   0.29
otaviof                    0.29
maluco                     0.29
khaoz                      0.29
mvitor                     0.29
garu                       0.29
shonorio                   0.29
jtwohiou                   0.29
manlon                     0.29
maoe                       0.29
marclove                   0.29
matholroyd                 0.29
briandonovan               0.29
goodafternoon              0.29
rubyconsumer               0.29
cuonglb                    0.29
lego                       0.29
cygwin98                   0.29
lhi                        0.29
yn                         0.29
titaniumbrella             0.29
mmullis                    0.29
BDizzle                    0.29
raytiley                   0.29
trmsjj                     0.29
andrewstarks               0.29
zenwheel                   0.29
inv                        0.29
dkukral                    0.29
Nithin                     0.29
emiquelito                 0.29
a5kin                      0.29
gitster                    0.29
justingit                  0.29
pyro                       0.29
trondn                     0.29
normanr                    0.29
rseabra                    0.29
macnod                     0.29
brong                      0.29
cvalente                   0.29
mplb                       0.29
biafra                     0.29
thrig                      0.29
jtweed                     0.29
curtisharris               0.29
sammcd                     0.29
kevinmerritt               0.29
benhaan                    0.29
davidhemphill              0.29
tastefulworks              0.29
ericboehs                  0.29
jmccartie                  0.29
jpdutoit                   0.29
tjgillies                  0.29
ngonzalez                  0.29
bertux                     0.29
gonzague                   0.29
segle                      0.29
gigigan                    0.29
CharlyBr                   0.29
clawfire                   0.29
loufoq                     0.29
MajicOne                   0.29
pl0p                       0.29
garrettg                   0.29
Calamitous                 0.29
mchelen                    0.29
notbrien                   0.29
jdtornow                   0.29
lhoeg                      0.29
anathematic                0.29
moneypools                 0.29
pheld                      0.29
bdussler                   0.29
wlarson                    0.29
aftermathew                0.29
karlbright                 0.29
felipediesel               0.29
mattonrails                0.29
mmcampos                   0.29
rnutter                    0.29
ScottRadcliff              0.29
sfc                        0.29
ottobar                    0.29
manicolosi                 0.29
magnusstahre               0.29
sgeroldPPSB                0.29
rubbish                    0.29
hagenburger                0.29
tec                        0.29
meineerde                  0.29
rug-b                      0.29
blastokid                  0.28
Lillebo                    0.28
bodil                      0.28
deskin                     0.28
ilyabr                     0.28
devsigner                  0.28
for44                      0.28
jfrench                    0.28
chriswarren                0.28
braindeaf                  0.28
404                        0.28
robholland                 0.28
dacort                     0.28
netro82                    0.28
horaci                     0.28
alexscordellis             0.28
babysampson                0.28
icco                       0.28
jonleblanc                 0.28
atomicbird                 0.28
brug                       0.28
headleyra                  0.28
mikel                      0.28
andy                       0.28
rayboyd                    0.28
raganw                     0.28
swies                      0.28
cocoiti                    0.28
balsamiq                   0.28
fastmode                   0.28
mghaught                   0.28
dalsgaard                  0.28
html5                      0.28
eternalstorms              0.28
macinstruct                0.28
slimkiwi                   0.28
dmytton                    0.28
symphony                   0.28
two2twelve                 0.28
Thamster                   0.28
BestFriendChris            0.28
derekr                     0.28
duncs                      0.28
jonbaer                    0.28
intelliot                  0.28
Polsy                      0.28
rkobes                     0.28
ns9tks                     0.28
dougavery                  0.28
avishai                    0.28
waves                      0.28
cehoffman                  0.28
tomf                       0.28
sterrym                    0.28
darron                     0.28
fuzzylizard                0.28
colszowka                  0.28
evizitei                   0.28
chewable                   0.28
szajbus                    0.27
skoon                      0.27
tadman                     0.27
BusTaR                     0.27
alibosworth                0.27
skottey                    0.27
yurikocms                  0.27
wiredcats                  0.27
marenkay                   0.27
ttilley                    0.27
quanmengli                 0.27
vishnugopal                0.27
beaddy1238                 0.27
Corion                     0.27
kgish                      0.27
maros                      0.27
reneeb                     0.27
potyl                      0.27
memowe                     0.27
wose                       0.27
espn                       0.27
ntry                       0.27
gerhardgossen              0.27
ezh                        0.27
yesdave                    0.27
willert                    0.27
mendel                     0.27
wallmari                   0.27
mauzo                      0.27
Getty                      0.27
caotic                     0.27
mlj                        0.27
unhammer                   0.27
jonuts                     0.27
rbq                        0.27
romanvbabenko              0.27
LastOfTheCarelessMen       0.27
trenton                    0.27
kcomandich                 0.27
